sentence,token ,target,morph_weight,"BP_type
",meaning ,transliteration,
السِّلَالُ مُمْتَلِئَةٌ بِالْفَوَاكِهِ الطَّازَجَةِ.,السِّلَالُ,سِلالُ ,فِعَال,جمع كثرة,Baskets,silAlu,
السَّفَارِجُ في السوقِ اليومَ تتمتعُ برائحةٍ زكيةٍ تجذبُ الجميع,السَّفَارِجُ ,سَفَارِجُ ,فَعَالِل,جمع كثرة,quinces,safaAriju,
السَّحائِب الماطرة جلبت الأمل في فصل الصيف الحار.,السَّحائِب,سَحائِب,فَعَائِل,جمع كثرة,Virgins,saHA}ib,
السِّبَاقُ كَانَ مُمتِعًا بِمُشَارَكَةِ الخُيُولِ العَرَبِيَّةِ.,الخُيُولِ,خُيُول,فُعُول ,جمع كثرة ,Horses,xuyuwli,
السِّبَاعُ مَلِكَةُ الغَابَةِ بِقُوَّتِهَا وَهَيْبَتِهَا.,السِبَاعُ ,سِبَاعُ ,فِعَال,جمع كثرة,Wild animals,sibaAEu,
الزَوامِل التراثية كانت تُغنى في المناسبات الشعبية.,الزَوامِل,زَوامِل,فَوَاعِل ,جمع كثرة,Shores,zawAmil,
الَرسائِل القديمة تحمل ذكريات غالية ومشاعر لم تكتمل.,الَرسائِل,رَسَائِل,فَعَائِل,جمع كثرة,Results,rasaA}il,
الرُّتوع الخَضْرَاءُ تَنْتَشِرُ فِي الوِدْيَانِ.,الرُّتوع,رُتوع,فُعُول ,جمع كثرة ,Meadows,rutwE,
الذِكرانُ في الحفلِ كانوا يشاركون في الحديث والنقاش بحماس.,الذِكرانُ ,ذِكرانُ,فِعْلان,جمع كثرة ,Males,*ikrAnu,
الدَوائِر الحكومية تعمل على خدمة المواطنين.,الدَوائِر,دَوائِر,فَوَاعِل ,جمع كثرة,Heights,dawA}ir,
الحِفَاظُ عَلَى الصِّحَّةِ يَجْعَلُنَا أَصْحَاءَ جَسَدِيًّا وَنَفْسِيًّا., أَصِحَاءَ, أَصِحَاءَ,"أَفْعِلاء
",جمع كثرة ,Healthy people,>aSiHaA'a,
الجنود المخلصون كانوا في الصفوف الأمامية لحماية الوطن.,الجنود,جنود,فُعُول ,جمع كثرة,Soldiers,jnwd,
الجُلُوسُ تَحْتَ الأَفْنَانِ يُبْعِثُ فِي النَّفْسِ الطُّمَأْنِينَةَ.,الأَفْنَانِ,أَفْنَانِ,أَفْعَال,جمع قلة,Branches,>afonaAni,
الجُسُورُ تُسَهِّلُ حَرَكَةَ المَرُورِ بَيْنَ المُدُنِ.,الجُسُورُ,جُسُور,فُعُول ,جمع كثرة ,Bridges,jusuwru,
التَقَيْنَا عِندَ ٱلْمَفَارِقِ ٱلرَّئِيسِيَّةِ لِلْمَدِينَةِ,ٱلْمَفَارِقِ,مَفَارِق,مَفَاعِل,جمع كثرة ,Partings,mafaAriqi,
اِلْتَقَى الجُمْهُورُ عَدَدًا مِنْ مَشَاهِيرِ الفَنِّ فِي الحَفْلِ.,مَشَاهِيرِ ,مَشَاهِير,مَفَاعِيل,جمع كثرة,Celebrities,ma$aAhiyri,
التقطنا صُوَراً رائعة للطبيعة.,صُوَراً,صُوَر,فُعَل,جمع كثرة,Pictures,Suwar,
التقطنا صوراً جميلة للسحب البيضاء التي تحركت في السماء., للسحب,سحب,فُعُل,جمع كثرة,Drag,sHb,
التقطت الصحفية صوراً لعدة أحداث ميدانية., أحداث,أحداث,أَفْعَال,جمع قلة,Events,>HdAv,
التزم الموظفون بكل اللوائح التنظيمية في الشركة.,اللوائح,لوائح,فَوَاعِل,جمع كثرة,Lists,lwA}H,
البُنوكُ تُوَفِّرُ خِدْمَاتٍ مَالِيَّةٍ مُتَنَوِّعَةٍ.,البُنوكُ,بُنُوك,فُعُول ,جمع كثرة ,Banks,bunuwku,
البراءة تظهر في وجوه الأَبْرِياء دون كلمات.,الأَبْرِياء,أَبْرِياء,"أَفْعِلاء
",جمع كثرة,Foolish people,>aboriyA',
البَحْرُ مَلِيءٌ بِالدُّرَرِ الثَّمِينَةِ الَّتِي يَبْحَثُ عَنْهَا الغَوَّاصُونَ., بِالدُّرَرِ,دُرَرِ,فُعَل,جمع كثرة,Pearls,durari,
الأولياء الصالحون يُذكرون دائمًا بفضلهم وبركتهم.,الأَوْلِياء,أَوْلِياء,"أَفْعِلاء
",جمع كثرة,Saints / Guardians,>awoliyA',
الأَوْصِيَاءُ عَلَى الطِّفْلِ يَتَحَمَّلُونَ مَسْؤُولِيَّةً كَبِيرَةً.,الأَوْصِيَاءُ,أَوْصِيَاءُ,"أَفْعِلاء
",جمع كثرة ,Guardians,>awoSiyaA'u,
الأَوْرَاقُ المُتَسَاقِطَةُ غَطَّتِ الطَّرِيقَ.,الأَوْرَاقُ,أَوْرَاقُ,أَفْعَال,جمع قلة,Tunes,>aworaAqu,
الأَوْجَاعُ تَزْدَادُ إِذَا لَمْ يُعَالَجِ المَرَضُ.,الأَوْجَاعُ,أَوْجَاعُ,أَفْعَال,جمع قلة,Zeros,>awojaAEu,
الأَنقِياء يعيشون بسلام لأن قلوبهم خالية من الحقد.,الأَنقِياء,أنقِياء,"أَفْعِلاء
",جمع كثرة,Loyal people,>nqiyA',
الأُمَنَاء يَكْسِبُونَ ثِقَةَ الآخَرِينَ بِسُهُولَةٍ.,لأُمَنَاء,أُمَنَاء,فُعَلاء ,جمع كثرة ,Trustworthy people,>umanaA',
الأُمَمُ تَتَّحِدُ فِي سَبِيلِ تَحْقِيقِ السَّلاَمِ العَالَمِيِّ.,الأُمَمُ,أُمَمُ ,فُعَل,جمع كثرة,Nations,>umamu,
الأَلْحَانُ الجَمِيلَةُ تُرِيحُ النُّفُوسَ.,الأَلْحَانُ,أَلْحَانُ,أَفْعَال,جمع قلة,Evildoers,>aloHaAnu,
الأَقوِياء ليسوا فقط في أجسادهم، بل في إرادتهم وعزيمتهم.,الأَقوِياء,أَقوِياء,"أَفْعِلاء
",جمع كثرة,Strong,>aqwiyA',
الأَقْرِباء يجتمعون في المناسبات لتقوية صلة الرحم.,الأَقْرِباء,أَقْرِباء ,"أَفْعِلاء
",جمع كثرة,False people,>aqoribA',
الأُغْنِياء الحقيقيون هم من يمتلكون القناعة.,الأُغْنِياء,أَغْنِياء,"أَفْعِلاء
",جمع كثرة,Friends,>agoniyA',
الأطفال يلعبون في الحديقة بسعادة.,الأطفال,أطفال,أَفْعَال,جمع قلة,Children,>TfAl,
الأَطْفَالُ يُحِبُّونَ الاستِمَاعَ إِلَى قِصَصٍ مُشَوِّقَةٍ قَبْلَ النَّوْمِ.,قِصَص,قِصَص,فِعَل,جمع كثرة,Stories,qiSaS,
الأَطعِمَة الصحيه تلعب دور في الحفاظ على صحه الجسم,الأَطعِمَة,أطعِمَة,أَفْعِلَة,جمع قلة,Foods,>TEimap,
الأَصْفَارُ تَضِيفُ قِيمَةً إِلَى الأَرْقَامِ عِندَ اليَمِينِ.,الأَصْفَارُ ,أَصْفَارُ ,أَفْعَال,جمع قلة,Books,>aSofaAru,
الأصدقاء الحقيقيون هم أعزاء القلب والروح.,أَعِزّاء,أَعِزّاء,"أَفْعِلاء
",جمع كثرة,Dear ones / Beloved,>aEiz~A',
الأََصْدِقاء  الأوفياء كنز لا يُقدر بثمن.,الأََصْدِقاء,أَصْدِقاء ,"أَفْعِلاء
",جمع كثرة,Relatives,>aSodiqA',
الأَشْكَالُ الهَنْدَسِيَّةُ تُسْتَخْدَمُ فِي البِنَاءِ.,الأَشْكَالُ,أَشْكَالُ,أَفْعَال,جمع قلة,Melodies,>a$okaAlu,
الأََشقِياء يصنعون الفوضى أينما ذهبوا.,الأََشقِياء,أَشقِياء,"أَفْعِلاء
",جمع كثرة,Enemies,>a$qiyA',
الأَشْرَارُ يَنْشُرُونَ الفَسَادَ فِي الأَرْضِ.,الأَشْرَارُ,أَشْرَارُ ,أَفْعَال,جمع قلة,Hatreds,>a$oraAru,
الاشجار لها أذرُع طويلة .,أذرُع ,أذرُع ,أَفْعُل,جمع قلة,Arms,>*ruE,
الأَشْجَارُ تُزوِّدُنا بالأوكسجينِ وتنقِي الجوَّ من التلوثِ.,الأَشْجَارُ,أَشْجَارُ,أَفْعَال ,جمع قلة,trees ,>a$ojaAru,
الأَسْيَادُ الحَقِيقِيُّونَ هُمْ مَنْ يَخْدِمُونَ شُعُوبَهُمْ بِإِخْلَاصٍ.,الأَسْيَادُ ,أَسْيَاد,أَفْعَال,جمع قلة,Lords,>asoyaAd,
الأُسُودُ تَجُوبُ السَّافَانَا بِحُرِّيَّةٍ.,الأُسُودُ,آُسُود,فُعُول ,جمع كثرة ,Lions,|usuwdu,
الأَسْفَارُ تَزِيدُ مِنْ خِبْرَةِ الإِنسَانِ.,الأَسْفَارُ,أَسْفَارُ,أَفْعَال,جمع قلة,Books,>asofaAru,
الأَرْقَامُ فِي التَّقْرِيرِ دَقِيقَةٌ لِغَايَةٍ.,الأَرْقَامُ ,أَرْقَامُ,أَفْعَال,جمع قلة,Numbers,>aroqaAmu,
الأذْكِياء ينجحون دائمًا في إيجاد الحلول.,الأذْكِياء,أذْكِياء,"أَفْعِلاء
",جمع كثرة,Lovers,>*okiyA',
الأَدْوَارُ فِي المَسْرَحِيَّةِ وُزِّعَتْ بِعِنَايَةٍ.,الأَدْوَارُ,أَدْوَارُ,أَفْعَال,جمع قلة,Roles,>adowaAru,
الأَدَبَاءُ يُعَبِّرُونَ عَنْ قَضَايَا المُجْتَمَعِ بِطُرُقٍ إِبْدَاعِيَّةٍ.,الأَدَبَاءُ ,أُدَبَاءُ,"أَفْعِلاء
",جمع كثرة ,Literary people,>udabaA'u,
الأَخْفِياءُ فِي أَعْمَالِهِمْ هُمْ الأَكْثَرُ إِخْلَاصًا.,الأَخْفِياءُ,أَخْفِياءُ,"أَفْعِلاء
",جمع كثرة ,Secret people,>axofiyA'u,
الأَحْلَامُ تَدْفَعُنَا لِمُوَاصَلَةِ العَمَلِ وَالنَّجَاحِ.,الأَحْلَامُ ,أَحْلَامُ,أَفْعَال,جمع قلة,Dreams,>aHolaAmu,
الأَحْقَادُ تُفْسِدُ العَلَاقَاتِ بَيْنَ النَّاسِ.,الأَحْقَادُ,أَحْقَادُ,أَفْعَال,جمع قلة,Pains,>aHoqaAdu,
الأَحِبَّاء يعطون للحياة طعمًا خاصًا.,الأَحِبَّاء,أَحِبَّاء,"أَفْعِلاء
",جمع كثرة,Innocent people,>aHib~aA',
الأَجْزَاءُ الصَّغِيرَةُ تُشَكِّلُ الصُّورَةَ الأَكْبَرَ.,الأَجْزَاءُ ,أَجْزَاءُ,أَفْعَال ,جمع قلة,Parts,>ajozaA'u,
الأَبْعَادُ الثَّلاَثِيَّةُ تُسْتَخْدَمُ فِي التَّصْمِيمَاتِ الحَدِيثَةِ.,الأَبْعَادُ,أَبْعَادُ,أَفْعَال,جمع قلة,Dimensions,>aboEaAdu,
أكلنا من ثِمَارٍ ناضجة.,ثِمَار,ثِمَار,فِعَال,جمع كثرة,Fruits,vimaAr,
اكتشف العلماء آثارًا تاريخية تحت الأراضي الزراعية.,الأراضي,أراضي,أَفَاعِي,جمع كثرة,Lands,>rADy,
أقيمت مَحَافِلُ ثقافية احتفاءً باليوم الوطني.,مَحَافِلُ,مَحَافِل,مَفَاعِل,جمع كثرة,Forums,maHaAfilu,
أُقيمت دروس تعليمية في مختلف المدارس.,دروس,دروس,فُعُول ,جمع كثرة,Lessons,drws,
أقيم الحفل على أحد السطوح في المدينة.,السطوح,سطوح,فُعُول ,جمع كثرة,Surfaces,sTwH,
أَقْرَأُ صُحُفَ الصَّبَاحِ لِمَعْرِفَةِ آخِرِ الأَخْبَارِ.,صُحُفَ,صُحُفَ,فُعُل,جمع كثرة,Pages,SuHufa,
افتتحنا مراكز تجارية جديدة في أنحاء المدينة.,مراكز,مَرَاكِز,مَفَاعِل,جمع كثرة,Centers,maraAkizu,
أغلقت جميع الأبْوَاب بعد مغادرة الجميع,أبْوَاب,أبْوَاب,أَفْعَال,جمع قلة,Doors,>bowaAb,
أَغْلِقْ ٱلْمَحَابِسَ قَبْلَ مُغَادَرَةِ ٱلْمَكَانِ,المَحَابِسَ,مَحَابِس,مَفَاعِل,جمع كثرة ,Prisons,maHaAbisa,
أَعْضَاءُ الفَرِيقِ يَعْمَلُونَ بِتَنَاغُمٍ لِتَحْقِيقِ الأَهْدَافِ.,أَعْضَاءُ ,أَعْضَاءُ ,"أَفْعِلاء
",جمع كثرة ,Members,>aEoDaA'u,
أعدت المكتبة كتبًا حديثة لمختلف القراء.,القُرّاء,قُرّاء,فُعَلاء,جمع كثرة,Readers,qur~A',
أعد الطهاة العديد من الأطباق في المطعم.,الطهاة,طهاة,فُعَلَة,جمع كثرة,Chefs,ThAp,
اعتنى المزارع بجميع الحيوانات في المزرعة.,المزارع,مزارع,مَفَاعِل,جمع كثرة,Farms,mzArE,
اعتمد العلماء على المراصد لدراسة النجوم والكواكب.,المراصد,مراصد,مَفَاعِل,جمع كثرة,Observatories,mrASd,
أظهرت الفحوصات الشرايين السليمة لدى المريض.,الشرايين,شَرَايِينُ,فَعَالِيل,جمع كثرة,Arteries,$araAyiynu,
أَطْيَافُ الأَمَلِ لَا تَفَارِقُ المُؤْمِنَ بِاللَّهِ.,أَطْيَافُ ,أَطْيَافُ ,أَفْعَال,جمع قلة,Specters,>aToyaAfu,
أطلقت الصواريخ من قاعدة عسكرية في التمرين الأخير.,صواريخ ,صَوَارِيخ,"فَواعِيل
",جمع كثرة,Rockets,SawaAriyxu,
أطلق الجنود السهام في التدريب.,السهام,سهام,فِعَال,جمع كثرة,Arrows,shAm,
أُضيئت المدينة بمصابيح الشوارع.,مصابيح,مصابيح,مَفَاعِيل,جمع كثرة,Lamps,mSAbyH,
أضفى الظُرَفاء جوًا من المرح والضحك على الحفل.,الظُرَفاء,ظُرَفاء,فُعَلاء,جمع كثرة,Witty / Pleasant,ZurafA',
أَضْدَادُ الكَلِمَةِ تُسَاعِدُ فِي فَهْمِ مَعْنَاهَا.,أَضْدَادُ,أَضْدَادُ,أَفْعَال,جمع قلة,Opposites,>aDodaAdu,
أضأنا أَسْرَاجًا قديمة في الرحلة.,أَسْرَاجًا,أَسْرَاج,أَفْعَال,جمع قلة,Lamps,>asoraAj,
أَضَاءَتِ ٱلْمَصَابِيحُ ٱلشَّوَارِعَ فِي ٱللَّيْلِ,المَصَابِيحُ, مَصَابِيح,مَفَاعِيل,جمع كثرة ,Lamps,maSaAbiyHu,
أضاءت القناديل الليل في المدينة القديمة.,القناديل,قَنَادِيلُ,فَعَالِيل,جمع كثرة,Lanterns,qanaAdiylu,
أضاءت الشموع الغرفة بعد انقطاع الكهرباء.,الشموع,شموع,فُعُول ,جمع كثرة,Candles,$mwE,
أضاءت الشُّعَلُ طريق المسافرين في الظلام.,الشُّعَلُ,شُعَل,فُعَل,جمع كثرة,Embers,$~uEalu,
أضاءت الأنوار الشوارع في المساء.,الأنوار,أنوار,أَفْعَال,جمع قلة,Lights,>nwAr,
أُصُولُ العَائِلَةِ تَعُودُ إِلَى قَرْيَةٍ صَغِيرَةٍ.,أُصُولُ,أُصُول,فُعُول ,جمع كثرة ,Origins,>uSuwlu,
أُشعلت المواقد للتدفئة في الليلة الباردة.,المواقد,مواقد,مَفَاعِل,جمع كثرة,Stoves,mwAqd,
أُشْعِلَتِ الْمَوَاقِدُ لِلتَّدْفِئَةِ فِي اللَّيْلَةِ الْبَارِدَةِ., الْمَوَاقِدُ,مَوَاقِد,مَفَاعِل,جمع كثرة ,Stoves,mawaAqidu,
اشْتَهَرَ الطَّبيبُ بِمُعالجَةِ المُطاعينِ في المَشافي.,المَطاعينِ,مَطاعين,مَفَاعِيل,جمع كثرة,The obedient ones, al-mataa'iin,
اشتكى الطفل من ألم في ضُروسِه أثناء فترة التسنين., ضُروسِه,ضُروس,فُعُول ,جمع كثرة,Molars,Durws,
اشتريت مجموعة جديدة من الأقلام الملونة.,الأقلام,أقْلام,أَفْعَال,جمع قلة,Pens,>qolAm,
اشتريت طعاماً لعدة أيام من السوق.,أيام,أيام,أَفْعَال,جمع قلة,Days,>yAm,
اشْتَرَيْتُ دَفَاتِرَ جَدِيدَةً لِلْمَدْرَسَةِ مِنَ المَكْتَبَةِ.,دَفَاتِرَ,دَفَاتِرَ,فَعَالِل,جمع كثرة,Notebooks,dafaAtira,
اشْتَرَيْتُ أَحْذِيَةً رِيَاضِيَّةً مُرِيحَةً.,أَحْذِيَةً,أَحْذِيَةً,أَفْعِلَة,جمع قلة,Wings,>aHo*iyapF,
اشترى الرياضيون الأحذية المريحة لمساعدتهم في التدريب.,الأحذية,أَحْذِيَةٌ,أَفْعِلَة,جمع قلة,Shoes,>aHo*iyapN,
اشترى الرجل أَرغِفَةالخبز الطازجه من المخبز,أَرغِفَة,أَرغِفَة,أَفْعِلَة,جمع قلة,Loaves,>argifap,
اشترت الفتاة مجموعة من الصنادل الصيفية المريحة.,الصنادل,صنادل,فَعَالِل,جمع كثرة,Sandals,SnAdl,
اشترت العائلة المراتب الجديدة لتحسين راحتها أثناء النوم.,المراتب,مراتب,مَفَاعِل,جمع كثرة,Ranks,mrAtb,
أَسْرَفْتُ نُقُودًا كَثِيرَةً.,نُقُودًا,نُقُود,فُعُول ,جمع كثرة ,Coins,nuquwdFA,
أُسُدُ الغابةِ تُظهرُ قوتها وشجاعتها في مواجهةِ المخاطر.,أُسُدُ,أُسُدُ,فُعُل ,جمع كثرة,lions,>usudu,
استمعنا إلى عزف الألحان في الحفل الموسيقي.,الألحان,ألحان,أَفْعَال,جمع قلة,Melodies,>lHAn,
استمعت إلى الخطباء في المسجد.,الخطباء,خطباء,فُعَلاء,جمع كثرة,Preachers,xTbA',
استمتعنا بسماع قصص الأجداد في الأمسيات.,الأجداد,أجداد,أَفْعَال,جمع قلة,Grandfathers,>jdAd,
استمتعنا برؤية النجوم في سماء الليالي الصافية.,النجوم,نجوم,فُعُول ,جمع كثرة,Stars,njwm,
استمتع الأطفال بحكايات عن الغرائب في الطبيعة.,الغرائب,غرائب,فَعَائِل,جمع كثرة,Oddities,grA}b,
استلم الطالب بضع جوائز عن تفوقه.,جوائز,جوائز,فَوَاعِل,جمع كثرة,Awards,jwA}z,
استكشفت السفينة قيعان  البحار العميقة بحثًا عن الكنز المفقود., قيعان,قيعان,فِعْلان,جمع كثرة,Beds (of rivers) / Low grounds,qyEAn,
استكشف الغواصون أعماق البحر للعثور على الكنوز المفقودة.,أعماق,أعماق,"أَفْعَال
",جمع قلة,Depths,>EmAq,
اسْتَكْشَفَ السُّيَّاحُ مَوَاقِعَ تَارِيخِيَّةً مُذْهِلَةً خِلَالَ رِحْلَتِهِمْ.,مَوَاقِعَ ,مَوَاقِع,مَفَاعِل,جمع كثرة ,Locations,mawaAqiEa,
استقرت أَشْرِعَة السفن في الميناء.,أَشْرِعَة,أَشْرِعَة,أَفْعِلَة,جمع قلة,Sails,>a$oriEap,
استقر البدو عند منابع مياه.,البدو,بدو,فُعُل,جمع كثرة,Bedouins,bdw,
استَقْبَلْنَا ضُيُوفًا مِنْ خَارِجِ البِلَادِ., ضُيُوفًا, ضُيُوف,فُعُول ,جمع كثرة ,Guests,DuyuwfFA,
استقبلت الدولة الوُفُود الرسمية من مختلف البلدان لحضور المؤتمر الدولي, الوُفُود , وُفُود ,فُعُول ,جمع كثرة,Delegations,wufuwd,
استقبل المتجر العديد من الزبائن اليوم., الزبائن,زبائن,فَعَائِل,جمع كثرة,Customers,zbA}n,
استفاد الطلاب من المناهل التعليمية الحديثة., المناهل, مناهل,مَفَاعِل,جمع كثرة,Sources,mnAhl,
استعرض المعلم وظائف الطلاب المميزة في الفصل,وظائف,وظائف,فَعَائِل,جمع كثرة,Jobs,wZA}f,
استعرض الطلاب العديد من المواضيع في نقاشاتهم الصفية.,المواضيع,مواضيع,مَفَاعِيل,جمع كثرة,Topics,mwADyE,
استعان الطالب بـ المعاجم لفهم الكلمات الصعبة.,المعاجم,معاجم,مَفَاعِل,جمع كثرة,Dictionaries,mEAjm,
استُخرجت الحجارة من المحاجر لبناء المنازل.,المحاجر,محاجر,مَفَاعِل,جمع كثرة,Quarries,mHAjr,
استخدمنا المظال للراحة من حرارة الشمس أثناء الرحلة.,المظال,مَظَالٌّ,مَفَاعِل,جمع كثرة,Canopies,maZaAl~N,
استخدمنا الأشرطة الملونة لتزيين الغرفة للمناسبة.,الأشرطة ,أَشْرِطَةٌ,أَفْعِلَة,جمع قلة,Ribbons,>a$oriTapN,
استخدمت قَوالِب الحلوى لصنع كعكة عيد ميلاد مبتكرة., قَوالِب, قَوالِب,فَوَاعِل ,جمع كثرة,Traits,qawAlib,
اسْتُخْدِمَتِ السُّيُوفُ فِي المَعَارِكِ التَّارِيخِيَّةِ.,السُّيُوفُ ,سُيُوف,فُعُول ,جمع كثرة ,Swords,suyuwfu,
استخدمت الأقواس في تصميم المباني الأثرية.,الأقواس,أقواس,أَفْعَال,جمع قلة,Arches,>qwAs,
استخدم الموظفون المصاعد للوصول إلى المكاتب في الطوابق العليا.,المصاعد,مصاعد,مَفَاعِل,جمع كثرة,Elevators,mSAEd,
اسْتَخْدَمَ الكَاتِبُ جُمَلًا بَدِيعَةً فِي مَقَالَاتِهِ.,جُمَلًا, جُمَل,فُعَل,جمع كثرة,Sentences,jumal,
استخدم الكاتب أجمل التعابير في قصيدته.,التعابير,تعابير,تَفَاعِيل,جمع كثرة,Expressions,tEAbyr,
استخدم الفرسان الرِِّماح  في المعركة للدفاع عن قريتهم.,الرِِّماح,رِِماح ,فِعَال,جمع كثرة,Spears,riimAH,
استخدم العمال المطارق لتثبيت الألواح الخشبية.,المطارق,مَطارِق,مَفَاعِل,جمع كثرة,Hammers,maTAriqu,
استخدم الطباخ المغارف لتقديم الطعام للحاضرين.,المغارف,مَغَارِف,مَفَاعِل,جمع كثرة,Spatulas,magaArifu,
استخدم الطاهي السكاكين الحادة لتحضير الطعام بشكل أسرع.,السكاكين,سَكَاكِينُ,فَعَالِيل,جمع كثرة,Knives,sakaAkiynu,
اسْتَخْدَمَ أَصَابِعَ يَدِهِ لِلْإِشَارَةِ إِلَى الاِتِّجَاهِ الصَّحِيحِ., أَصَابِعَ,أَصَابِعَ,أَفَاعِل,جمع كثرة ,Fingers,>aSaAbiEa,
استثمر الرجل الأموال في مشاريع ناجحة., الأموال,أمْوَال,أَفْعَال,جمع قلة,Money,>mowaAl,
اسْتَبْدَلَ المِيكَانِيكِيُّ عِجَال السَّيَّارَةِ بَعْدَ تَلَفِهَا., عِجَال, عِجَال,فِعَال,جمع كثرة ,Camels,EijaAl,
ازدهرت الممالك العربية في العصور الوسطى.,العصور,عصور,فُعُول ,جمع كثرة,Ages,ESwr,
ازدهرت الممالك العربية في العصور الوسطى.,الممالك,ممالك,مَفَاعِل,جمع كثرة,Kingdoms,mmAlk,
ازدادت الأعداد في القاعة مع بدء الحفل.,الأعداد,أعْدَاد,أَفْعَال,جمع قلة,Numbers,>EodaAd,
أرسلنا الرُسُل إلى جميع القرى لنقل الرسالة.,الرُسُل,رُسُل,فُعُل,جمع كثرة,Messengers,rusul,
أرسلت الشركة عدة مراسيل للعملاء.,مراسيل,مراسيل,مَفَاعِيل,جمع كثرة,Correspondences,mrAsyl,
أرسل الموظفون المكاتيب الرسمية إلى الزبائن عبر البريد.,المكاتيب,مَكَاتِيب,مَفَاعِيل,جمع كثرة,Libraries,makaAtiybu,
أرسل العلماء رسلًا إلى البلاد الأخرى.,البلاد,بلاد,فِعَال,جمع كثرة,Countries,blAd,
ارتفعت أَعْمِدَة الإنارة في الشارع.,أَعْمِدَة,أَعْمِدَة,"أَفْعِلَة
",جمع قلة,Columns,>aEomidap,
ارْتَفَعَتْ أَصْوَاتُ الأَذَانِ مِنَ المَآذِنِ فِي وَقْتٍ وَاحِدٍ.,المَآذِنِ,مآذن,مَفَاعِل,جمع كثرة ,Minarets,m|*n,
ارْتَفَعَتْ أَسْعَارُ الأَسْهُمِ فِي البُورْصَةِ هَذَا الأُسْبُوعِ.,الأَسْهُمِ ,أَسْهُمِ ,أَفْعُل,جمع قلة,Shares,>asohumi,
ارْتَسَمَتِ ابْتِسَامَةٌ خَفِيفَةٌ عَلَى شِفَاهِ الطِّفْلِ الصَّغِيرِ., شِفَاهِ, شِفَاهِ,فِعَال,جمع كثرة,lips,$ifaAhi,
ارْتَدَى المُمَثِّلُونَ أَقْنِعَةً أَثْنَاءَ العَرْضِ المَسْرَحِيِّ.,أَقْنِعَةً,أَقْنِعَةً,أَفْعِلَة,جمع قلة,Tapes,>aqoniEapF,
ارتدى الفرسان أردِيَة بيضاء أثناء الاحتفال الرسمي.,أردِيَة,أردِيَة,أَفْعِلَة,جمع قلة,Robes,>rdiyap,
ارتدى الجنود أردية مموهة للتمويه في الغابة., أردية ,أَرْدِيَةٌ,أَفْعِلَة,جمع قلة,Robes,>arodiyapN,
ارتدى الجميع الجوارب الجديدة في يوم الأعياد., الجوارب,جَوَارِب,"فَوَاعِل
",جمع كثرة,Socks,jawaAribu,
ارتدى الأطفال ملابس تقليدية خلال المهرجان.,ملابس,ملابس,مَفَاعِل,جمع كثرة,Clothes,mlAbs,
ارتدى الأطفال الأطواق الملونة في الحفل المدرسي.,الأطواق,أَطْوَاقٌ,أَفْعَال,جمع قلة,Collars,>aTowaAqN,
ارتدت المرأة الأساور الذهبية في الحفل.,الأساور ,أَسَاوِرُ,أَفَاعِل,جمع كثرة,Bracelets,>asaAwiru,
ارتدت الفتيات الفساتين الأنيقة في الحفل.,الفساتين,فساتين,فَعَالِين,جمع كثرة,Dresses,fsAtyn,
أدلى الشهود بشهاداتهم في المحكمة.,الشهود ,شهود,فُعُول ,جمع كثرة,Witnesses,Al$hwd,
أَخْرَجَتِ الطَّاهِيَةُ المَقَاليَ مِنَ الفُرْنِ بِعِنَايَةٍ.,مقالي,مقالي,مَفَاعِل,جمع كثرة,Pans,mqAly,
اخْتَبَأَتِ القِطَطُ الصَّغِيرَةُ فِي مَطَارِحِ المَنْزِلِ الدَّافِئَةِ., مَطَارِحِ, مَطَارِح,مَفَاعِل,جمع كثرة,Places,maTaAriHi,
أحضر الفلاح بضع أكياس من التبن لتغذية المواشي.,المواشي,مَواشِي,مَفَاعِي,جمع كثرة,Cattle,mawA$iy,
احْذَرْ مِنْ لَسْعَاتِ الدَّبَابِيرِ عِندَ الاِقْتِرَابِ مِنْ أَعْشَاشِهَا., الدَّبَابِيرِ, دَبَابِيرِ,فَعَالِيل,جمع كثرة ,Wasps,dabaAbiyri,
احتفل أهل القرية بالأعراس بفرح وسرور.,الأعراس,أعراس,أَفْعَال,جمع قلة,Weddings,>ErAs,
احتفل الأطفال في ساحات المدن بالأعياد.,الأعياد,أعياد,أَفْعَال,جمع قلة,Holidays,>EyAd,
احتفظت الفتاة بكل الأسرار التي أخبرها بها صديقها.,الأسرار,أسرار,أَفْعَال,جمع قلة,Secrets,>srAr,
احتجز المتهمون في الزنازين لحين محاكمتهم.,الزنازين,زنازين,فَعَالِيل,جمع كثرة,Dungeons,znAzyn,
احتاجت المزرعة إلى أيدٍ عاملة من الفلاحين.,أيدٍ,أيدٍ,أَفْعُل,جمع قلة,Hands,>ydK,
احتاج الفني إلى مَفَاتِيحَ خاصة لإصلاح القفل.,مَفَاتِيح,مَفَاتِيح,مَفَاعِيل,جمع كثرة,Keys,mafaAtiyH,
أحب سماع قصص الأبطال الشجعان.,الأبطال,أبطال,أَفْعَال,جمع قلة,Heroes,>bTAl,
أجمل ما في الطبيعة هي عُيون الأنهار التي تلمع تحت ضوء الشمس.,عُيون,عُيون,فُعُول ,جمع كثرة,Eyes,Euywn,
